timestep,predicted_time,executor_cores,executor_instances,driver_cores,memory_fraction,memory_storageFraction,rpc_message_maxSize,executor_memory_mb,driver_memory_mb,shuffle_file_buffer_kb,broadcast_block_mb,maxSizeInFlight_mb,shuffle_compress,spill_compress,broadcast_compress,rdd_compress,io_codec
1,18.571970799747948,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
2,18.58466299551515,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,12.0,72.0,0,1,1,1,snappy
3,18.58466299551515,2,3,3,0.6,0.7,192,3072.0,3072.0,80.0,12.0,72.0,0,1,1,1,snappy
4,18.600196628304683,2,3,3,0.6,0.7,192,3072.0,3072.0,80.0,12.0,64.0,0,1,1,1,snappy
5,17.342645463706262,3,3,3,0.6,0.7,192,3072.0,3072.0,80.0,12.0,64.0,0,1,1,1,snappy
6,17.401208914921973,3,3,3,0.6,0.7,160,3072.0,3072.0,80.0,12.0,64.0,0,1,1,1,snappy
7,17.296315753181748,3,3,3,0.6,0.7,160,3072.0,4096.0,80.0,12.0,64.0,0,1,1,1,snappy
8,17.237752301966037,3,3,3,0.6,0.7,192,3072.0,4096.0,80.0,12.0,64.0,0,1,1,1,snappy
9,17.235650425383263,3,3,3,0.6,0.7,192,3072.0,4096.0,80.0,12.0,64.0,0,1,1,1,lz4
10,17.235650425383263,3,3,3,0.6,0.7,192,3072.0,4096.0,80.0,12.0,64.0,0,1,1,1,lz4
11,17.21828345788045,3,3,3,0.7,0.7,192,3072.0,4096.0,80.0,12.0,64.0,0,1,1,1,lz4
12,17.208263212652728,3,3,3,0.7,0.7,192,3072.0,4096.0,80.0,10.0,64.0,0,1,1,1,lz4
13,17.19731975847316,3,3,3,0.7,0.7,192,3072.0,4096.0,80.0,10.0,64.0,0,1,0,1,lz4
14,17.19731975847316,3,3,3,0.7,0.7,192,3072.0,4096.0,64.0,10.0,64.0,0,1,0,1,lz4
15,17.175082449537243,3,3,3,0.7,0.7,192,3072.0,4096.0,64.0,10.0,64.0,0,1,0,0,lz4
16,17.215011993083973,3,3,4,0.7,0.7,192,3072.0,4096.0,64.0,10.0,64.0,0,1,0,0,lz4
17,17.215011993083973,3,3,4,0.7,0.7,192,3072.0,4096.0,64.0,10.0,64.0,0,1,0,0,lz4
18,17.24164207465364,3,3,4,0.7,0.7,192,3072.0,4096.0,48.0,10.0,64.0,0,1,0,0,lz4
19,17.26387938358956,3,3,4,0.7,0.7,192,3072.0,4096.0,48.0,10.0,64.0,0,1,0,1,lz4
20,17.34891736553431,3,3,4,0.8,0.7,192,3072.0,4096.0,48.0,10.0,64.0,0,1,0,1,lz4
21,17.382715407384435,3,2,4,0.8,0.7,192,3072.0,4096.0,48.0,10.0,64.0,0,1,0,1,lz4
22,17.382715407384435,3,2,4,0.8,0.7,192,3072.0,4096.0,48.0,8.0,64.0,0,1,0,1,lz4
23,18.48556656183052,2,2,4,0.8,0.7,192,3072.0,4096.0,48.0,8.0,64.0,0,1,0,1,lz4
24,18.485566561830517,2,2,4,0.8,0.7,192,3072.0,4096.0,48.0,8.0,64.0,0,1,0,1,lz4
25,18.44082179772117,2,2,4,0.8,0.7,192,3072.0,4096.0,64.0,8.0,64.0,0,1,0,1,lz4
26,18.468189502380195,2,2,4,0.8,0.7,192,3072.0,4096.0,64.0,8.0,64.0,1,1,0,1,lz4
27,18.468189502380195,2,2,4,0.8,0.7,192,3072.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
28,18.44102248590901,2,2,4,0.8,0.7,224,3072.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
29,18.49617324069692,2,2,4,0.8,0.7,224,4096.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
30,17.60828799029318,3,2,4,0.8,0.7,224,4096.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
31,17.99132317223444,3,2,4,0.8,0.8,224,4096.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
32,17.99132317223444,3,2,4,0.8,0.8,224,4096.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
33,17.99132317223444,3,2,4,0.8,0.8,224,4096.0,4096.0,64.0,10.0,64.0,1,1,0,1,lz4
34,18.011238718236797,3,2,4,0.8,0.8,224,4096.0,4096.0,48.0,10.0,64.0,1,1,0,1,lz4
35,18.011238718236793,3,2,4,0.8,0.8,224,4096.0,4096.0,48.0,10.0,64.0,1,1,1,1,lz4
36,17.99132317223444,3,2,4,0.8,0.8,224,4096.0,4096.0,64.0,10.0,64.0,1,1,1,1,lz4
37,18.011238718236793,3,2,4,0.8,0.8,224,4096.0,4096.0,48.0,10.0,64.0,1,1,1,1,lz4
38,18.011238718236793,3,2,4,0.8,0.8,224,4096.0,4096.0,48.0,10.0,64.0,1,1,1,1,lz4
39,18.029264391637465,3,2,4,0.8,0.8,192,4096.0,4096.0,48.0,10.0,64.0,1,1,1,1,lz4
40,17.926593639029736,3,2,4,0.7,0.8,192,4096.0,4096.0,48.0,10.0,64.0,1,1,1,1,lz4
41,17.91308417400916,3,2,4,0.7,0.8,192,4096.0,4096.0,48.0,10.0,64.0,1,1,1,0,lz4
42,17.913084174009157,3,2,4,0.7,0.8,192,4096.0,4096.0,48.0,10.0,64.0,1,1,1,0,lz4
43,18.032995961752025,3,2,4,0.7,0.8,160,4096.0,4096.0,48.0,10.0,64.0,1,1,1,0,lz4
44,18.027179658841966,3,2,4,0.7,0.8,160,4096.0,4096.0,48.0,10.0,64.0,1,0,1,0,lz4
45,18.00726411283962,3,2,4,0.7,0.8,160,4096.0,4096.0,64.0,10.0,64.0,1,0,1,0,lz4
46,18.01661325305126,3,2,4,0.7,0.8,160,4096.0,4096.0,64.0,12.0,64.0,1,0,1,0,lz4
47,17.868018239791702,3,2,4,0.7,0.8,160,4096.0,4096.0,64.0,12.0,64.0,0,0,1,0,lz4
48,17.88460162283628,3,2,4,0.6,0.8,160,4096.0,4096.0,64.0,12.0,64.0,0,0,1,0,lz4
49,17.88460162283628,3,2,4,0.6,0.8,160,4096.0,4096.0,64.0,12.0,64.0,0,0,1,0,lz4
50,17.88460162283628,3,2,4,0.6,0.8,160,4096.0,4096.0,64.0,12.0,64.0,0,0,1,0,lz4
51,18.61487213719651,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,64.0,1,1,1,1,snappy
52,18.61487213719651,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,64.0,1,1,1,1,snappy
53,18.599338504406973,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
54,18.639569762744824,2,3,3,0.6,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
55,18.639569762744824,2,3,3,0.6,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
56,18.63437553875894,2,3,3,0.6,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,0,snappy
57,18.621774283982333,2,3,3,0.6,0.6,192,3072.0,4096.0,64.0,14.0,72.0,1,1,1,0,snappy
58,18.57743667276382,2,3,3,0.6,0.6,192,3072.0,4096.0,80.0,14.0,72.0,1,1,1,0,snappy
59,18.577436672763824,2,3,3,0.6,0.6,192,3072.0,4096.0,80.0,14.0,72.0,1,1,1,0,snappy
60,18.55087071707599,2,3,3,0.7,0.6,192,3072.0,4096.0,80.0,14.0,72.0,1,1,1,0,snappy
61,18.518754978172407,2,3,3,0.7,0.6,192,3072.0,4096.0,80.0,14.0,72.0,1,1,0,0,snappy
62,18.556372719291886,2,3,3,0.7,0.6,192,4096.0,4096.0,80.0,14.0,72.0,1,1,0,0,snappy
63,18.556372719291886,2,3,3,0.7,0.6,192,4096.0,4096.0,80.0,14.0,72.0,1,1,0,0,snappy
64,18.556372719291886,2,3,3,0.7,0.7,192,4096.0,4096.0,80.0,14.0,72.0,1,1,0,0,snappy
65,18.558733676082007,2,3,3,0.7,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,1,0,0,snappy
66,18.558733676082007,2,3,3,0.7,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,1,0,0,snappy
67,18.607950297680578,2,3,3,0.7,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,0,0,0,snappy
68,18.607605073152023,2,3,3,0.7,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,0,0,0,lz4
69,18.640752915413927,2,3,3,0.6,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,0,0,0,lz4
70,18.69457762898482,2,3,3,0.6,0.7,192,4096.0,4096.0,80.0,12.0,72.0,1,0,1,0,lz4
71,18.690797205704396,2,3,3,0.6,0.7,192,4096.0,4096.0,96.0,12.0,72.0,1,0,1,0,lz4
72,18.690797205704396,2,3,3,0.6,0.7,192,4096.0,4096.0,96.0,12.0,72.0,1,0,1,0,lz4
73,18.735641402634005,2,3,3,0.6,0.8,192,4096.0,4096.0,96.0,12.0,72.0,1,0,1,0,lz4
74,18.73564140263401,2,3,3,0.6,0.8,192,4096.0,4096.0,96.0,12.0,72.0,1,0,1,0,lz4
75,18.74824265741061,2,3,3,0.6,0.8,192,4096.0,3072.0,96.0,12.0,72.0,1,0,1,0,lz4
76,18.684846836828157,2,3,3,0.6,0.8,192,4096.0,3072.0,96.0,12.0,72.0,1,1,1,0,lz4
77,18.671704836717925,2,3,3,0.6,0.8,192,4096.0,3072.0,96.0,12.0,80.0,1,1,1,0,lz4
78,18.697085844213515,2,3,3,0.6,0.8,192,4096.0,3072.0,112.0,12.0,80.0,1,1,1,0,lz4
79,18.7175813660041,2,3,3,0.6,0.8,192,4096.0,3072.0,112.0,12.0,88.0,1,1,1,0,lz4
80,18.717581366004104,2,3,3,0.6,0.8,192,4096.0,3072.0,112.0,12.0,88.0,1,1,1,0,lz4
81,18.717581366004108,2,3,3,0.6,0.8,192,4096.0,3072.0,112.0,12.0,88.0,1,1,1,0,lz4
82,18.717581366004108,2,3,3,0.6,0.8,192,4096.0,3072.0,112.0,12.0,88.0,1,1,1,0,lz4
83,18.692200358508515,2,3,3,0.6,0.8,192,4096.0,3072.0,96.0,12.0,88.0,1,1,1,0,lz4
84,19.05597041970412,2,3,3,0.6,0.8,192,5120.0,3072.0,96.0,12.0,88.0,1,1,1,0,lz4
85,19.03526258240254,2,3,3,0.6,0.8,192,5120.0,4096.0,96.0,12.0,88.0,1,1,1,0,lz4
86,19.03526258240254,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,12.0,88.0,1,1,1,0,lz4
87,19.035262582402538,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,14.0,88.0,1,1,1,0,lz4
88,19.035262582402538,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,14.0,88.0,1,1,1,0,lz4
89,19.03526258240254,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,14.0,88.0,1,1,1,0,lz4
90,19.03526258240254,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,14.0,88.0,1,1,1,0,lz4
91,18.98629271006809,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,16.0,88.0,1,1,1,0,lz4
92,18.98629271006808,2,3,3,0.6,0.8,192,5120.0,4096.0,80.0,16.0,88.0,1,1,1,0,lz4
93,18.98629271006809,2,3,3,0.6,0.8,192,5120.0,4096.0,96.0,16.0,88.0,1,1,1,0,lz4
94,18.98629271006808,2,3,3,0.6,0.8,192,5120.0,4096.0,96.0,16.0,88.0,1,1,1,0,lz4
95,18.98629271006808,2,3,3,0.6,0.8,192,5120.0,4096.0,96.0,16.0,88.0,1,1,1,0,lz4
96,18.98009899129971,2,3,3,0.6,0.8,192,5120.0,4096.0,96.0,16.0,88.0,0,1,1,0,lz4
97,18.997693471819193,2,3,3,0.6,0.7,192,5120.0,4096.0,96.0,16.0,88.0,0,1,1,0,lz4
98,19.023074479314786,2,3,3,0.6,0.7,192,5120.0,4096.0,112.0,16.0,88.0,0,1,1,0,lz4
99,19.033710128966064,2,3,3,0.6,0.7,192,5120.0,4096.0,112.0,18.0,88.0,0,1,1,0,lz4
100,19.035425213842604,2,3,3,0.6,0.7,192,5120.0,4096.0,112.0,18.0,96.0,0,1,1,0,lz4
101,18.577178914459882,2,3,3,0.7,0.6,192,3072.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
102,18.560171293942542,2,3,3,0.7,0.6,192,3072.0,4096.0,80.0,14.0,72.0,1,1,1,1,snappy
103,18.560171293942542,2,3,3,0.7,0.6,192,3072.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
104,18.597789035062018,2,3,3,0.7,0.6,192,4096.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
105,18.570622018590836,2,3,3,0.7,0.6,224,4096.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
106,18.597187974278665,2,3,3,0.6,0.6,224,4096.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
107,18.597187974278672,2,3,3,0.6,0.6,224,4096.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
108,18.59718797427866,2,3,3,0.6,0.6,224,4096.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
109,18.55957023315919,2,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,72.0,1,1,1,1,snappy
110,18.575103865948726,2,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,64.0,1,1,1,1,snappy
111,18.547736161289702,2,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,snappy
112,24.000081232765442,1,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,snappy
113,24.000081232765442,1,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,snappy
114,24.00008123276545,1,3,3,0.6,0.6,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,lz4
115,24.00008123276545,1,3,3,0.6,0.5,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,lz4
116,24.00008123276545,1,3,3,0.6,0.5,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,1,lz4
117,23.98964048267191,1,3,3,0.6,0.5,224,3072.0,4096.0,96.0,14.0,64.0,0,1,1,0,lz4
118,23.989640482671916,1,3,3,0.6,0.5,224,3072.0,4096.0,112.0,14.0,64.0,0,1,1,0,lz4
119,23.96489885755321,1,3,2,0.6,0.5,224,3072.0,4096.0,112.0,14.0,64.0,0,1,1,0,lz4
120,23.993280331686076,1,3,2,0.6,0.5,224,3072.0,4096.0,112.0,16.0,64.0,0,1,1,0,lz4
121,23.99328033168607,1,3,2,0.6,0.5,224,3072.0,4096.0,112.0,16.0,56.0,0,1,1,0,lz4
122,23.875560022969587,1,3,2,0.6,0.5,224,3072.0,4096.0,112.0,16.0,56.0,1,1,1,0,lz4
123,23.889143613504558,1,3,1,0.6,0.5,224,3072.0,4096.0,112.0,16.0,56.0,1,1,1,0,lz4
124,23.88914361350456,1,3,1,0.6,0.5,224,3072.0,3072.0,112.0,16.0,56.0,1,1,1,0,lz4
125,23.88914361350457,1,3,1,0.6,0.5,224,3072.0,3072.0,112.0,16.0,56.0,1,1,0,0,lz4
126,23.88914361350457,1,3,1,0.6,0.5,224,3072.0,3072.0,128.0,16.0,56.0,1,1,0,0,lz4
127,23.88914361350456,1,3,1,0.6,0.5,224,3072.0,4096.0,128.0,16.0,56.0,1,1,0,0,lz4
128,23.860762139371705,1,3,1,0.6,0.5,224,3072.0,4096.0,128.0,14.0,56.0,1,1,0,0,lz4
129,23.860762139371705,1,3,1,0.6,0.5,256,3072.0,4096.0,128.0,14.0,56.0,1,1,0,0,lz4
130,23.847178548836723,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,14.0,56.0,1,1,0,0,lz4
131,23.847178548836723,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,14.0,56.0,1,1,1,0,lz4
132,23.847178548836723,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,14.0,56.0,1,1,0,0,lz4
133,23.847178548836723,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,14.0,64.0,1,1,0,0,lz4
134,23.86235910439228,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,64.0,1,1,0,0,lz4
135,23.862359104392286,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,0,lz4
136,23.887100729510987,1,3,3,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,0,lz4
137,23.862359104392276,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,0,lz4
138,23.862359104392286,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,0,lz4
139,23.872799854485805,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,lz4
140,23.872799854485805,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
141,23.872799854485805,1,3,2,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
142,23.886383445020787,1,3,1,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
143,23.886383445020787,1,3,1,0.6,0.6,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
144,23.886383445020787,1,3,1,0.6,0.6,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
145,23.886383445020787,1,3,1,0.6,0.5,256,3072.0,4096.0,128.0,12.0,72.0,1,1,0,1,snappy
146,23.886383445020783,1,3,1,0.6,0.5,256,3072.0,4096.0,128.0,12.0,64.0,1,1,0,1,snappy
147,23.886383445020787,1,3,1,0.6,0.5,256,3072.0,4096.0,112.0,12.0,64.0,1,1,0,1,snappy
148,23.886383445020787,1,3,1,0.6,0.5,256,3072.0,4096.0,112.0,12.0,56.0,1,1,0,1,snappy
149,23.858183753662757,1,3,1,0.6,0.5,256,3072.0,4096.0,112.0,10.0,56.0,1,1,0,1,snappy
150,23.85818375366276,1,3,1,0.6,0.5,256,3072.0,4096.0,112.0,10.0,56.0,1,1,0,1,snappy
151,23.882360924048957,1,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
152,23.903098887011918,1,3,3,0.5,0.6,192,3072.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
153,23.856964164789698,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
154,23.8569641647897,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,0,1,snappy
155,23.8569641647897,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,0,1,snappy
156,23.856964164789698,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
157,23.8569641647897,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
158,23.872144720345258,1,3,3,0.5,0.6,192,3072.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
159,23.91827944256747,1,3,3,0.5,0.6,192,3072.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
160,23.91827944256747,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
161,23.918279442567474,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
162,23.918279442567478,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,12.0,64.0,1,1,1,1,snappy
163,23.89007975120945,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
164,23.89007975120945,1,3,3,0.5,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
165,23.89007975120945,1,3,3,0.5,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
166,23.89007975120945,1,3,3,0.5,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
167,23.890079751209456,1,3,3,0.5,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
168,23.89007975120945,1,3,3,0.5,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,lz4
169,23.901221186394636,1,3,3,0.4,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,lz4
170,23.901221186394636,1,3,3,0.4,0.6,128,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,lz4
171,23.901221186394636,1,3,3,0.4,0.6,160,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,lz4
172,23.901221186394636,1,3,3,0.4,0.6,160,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
173,23.89007975120945,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,10.0,64.0,1,1,1,1,snappy
174,23.89007975120945,1,3,3,0.5,0.6,160,3072.0,3072.0,80.0,10.0,56.0,1,1,1,1,snappy
175,18.675753473542777,2,3,3,0.5,0.6,160,3072.0,3072.0,80.0,10.0,56.0,1,1,1,1,snappy
176,18.663152218766175,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,10.0,56.0,1,1,1,1,snappy
177,18.663152218766175,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,10.0,56.0,1,1,1,1,snappy
178,18.663152218766175,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,8.0,56.0,1,1,1,1,snappy
179,18.620705240885517,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,8.0,56.0,1,1,0,1,snappy
180,18.620705240885513,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,8.0,56.0,1,1,0,1,snappy
181,18.62424742195547,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,6.0,56.0,1,1,0,1,snappy
182,18.624247421955474,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,6.0,56.0,1,1,0,1,snappy
183,18.62424742195547,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
184,18.624247421955474,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
185,18.62424742195547,2,3,3,0.5,0.6,160,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
186,18.591910646462445,2,3,3,0.5,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
187,18.602305406357143,2,3,2,0.5,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
188,18.629718643891216,2,3,2,0.6,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,0,1,snappy
189,18.677465390290397,2,3,2,0.6,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,1,1,snappy
190,18.677465390290397,2,3,2,0.6,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,1,1,snappy
191,18.661770861877173,2,3,3,0.6,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,1,1,snappy
192,18.677824788583184,2,3,3,0.6,0.6,128,3072.0,4096.0,80.0,4.0,56.0,1,1,1,1,lz4
193,18.690426043359793,2,3,3,0.6,0.6,128,3072.0,3072.0,80.0,4.0,56.0,1,1,1,1,lz4
194,18.69042604335979,2,3,3,0.6,0.6,128,3072.0,3072.0,80.0,4.0,56.0,1,1,1,1,lz4
195,18.69042604335979,2,3,3,0.6,0.6,128,3072.0,3072.0,96.0,4.0,56.0,1,1,1,1,lz4
196,18.71580705085538,2,3,3,0.6,0.6,128,3072.0,3072.0,112.0,4.0,56.0,1,1,1,1,lz4
197,18.67336007297472,2,3,3,0.6,0.6,128,3072.0,3072.0,112.0,4.0,56.0,1,1,0,1,lz4
198,18.68212711717666,2,3,3,0.6,0.6,128,2048.0,3072.0,112.0,4.0,56.0,1,1,0,1,lz4
199,18.682127117176655,2,3,3,0.6,0.7,128,2048.0,3072.0,112.0,4.0,56.0,1,1,0,1,lz4
200,18.66315433278513,2,3,3,0.7,0.7,128,2048.0,3072.0,112.0,4.0,56.0,1,1,0,1,lz4
201,18.61487213719651,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,64.0,1,1,1,1,snappy
202,18.60557156032996,2,3,3,0.6,0.6,192,3072.0,3072.0,80.0,14.0,64.0,1,1,1,0,snappy
203,18.616370343465547,2,3,3,0.6,0.6,160,3072.0,3072.0,80.0,14.0,64.0,1,1,1,0,snappy
204,18.65360975142127,2,3,3,0.6,0.6,160,3072.0,3072.0,64.0,14.0,64.0,1,1,1,0,snappy
205,18.626196513887198,2,3,3,0.5,0.6,160,3072.0,3072.0,64.0,14.0,64.0,1,1,1,0,snappy
206,18.604023033214066,2,3,3,0.5,0.6,160,3072.0,3072.0,64.0,14.0,64.0,0,1,1,0,snappy
207,18.63060909601882,2,3,2,0.5,0.6,160,3072.0,3072.0,64.0,14.0,64.0,0,1,1,0,snappy
208,18.6682268371383,2,3,2,0.5,0.6,160,4096.0,3072.0,64.0,14.0,64.0,0,1,1,0,snappy
209,18.754465955780724,2,3,2,0.5,0.6,160,4096.0,3072.0,64.0,14.0,64.0,0,0,1,0,snappy
210,17.35136243195197,3,3,2,0.5,0.6,160,4096.0,3072.0,64.0,14.0,64.0,0,0,1,0,snappy
211,17.35115144944168,3,3,2,0.5,0.6,160,4096.0,3072.0,64.0,12.0,64.0,0,0,1,0,snappy
212,17.351151449441684,3,3,2,0.5,0.7,160,4096.0,3072.0,64.0,12.0,64.0,0,0,1,0,snappy
213,17.399513351942467,3,3,2,0.4,0.7,160,4096.0,3072.0,64.0,12.0,64.0,0,0,1,0,snappy
214,17.427172534041237,3,3,2,0.4,0.7,160,4096.0,3072.0,48.0,12.0,64.0,0,0,1,0,snappy
215,17.401762356275327,3,3,2,0.4,0.7,192,4096.0,3072.0,48.0,12.0,64.0,0,0,1,0,snappy
216,17.399660479692553,3,3,2,0.4,0.7,192,4096.0,3072.0,48.0,12.0,64.0,0,0,1,0,lz4
217,17.39966047969255,3,3,2,0.4,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
218,17.39966047969255,3,3,2,0.4,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
219,17.39966047969255,3,3,2,0.4,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
220,17.35129857719176,3,3,2,0.5,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
221,17.35129857719176,3,3,2,0.5,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
222,17.35129857719176,3,3,2,0.5,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
223,17.351298577191756,3,3,2,0.5,0.7,192,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
224,17.34716850664502,3,3,2,0.5,0.7,224,4096.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
225,17.291540699450454,3,3,2,0.5,0.7,224,3072.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
226,17.29154069945045,3,3,2,0.5,0.7,224,3072.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
227,17.291540699450454,3,3,2,0.5,0.7,224,3072.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
228,17.291540699450454,3,3,2,0.5,0.7,224,3072.0,3072.0,32.0,12.0,64.0,0,0,1,0,lz4
229,17.20039311384192,3,3,2,0.5,0.7,224,3072.0,4096.0,32.0,12.0,64.0,0,0,1,0,lz4
230,17.246515686536714,3,3,2,0.4,0.7,224,3072.0,4096.0,32.0,12.0,64.0,0,0,1,0,lz4
