episode,step,predicted_time,reward,epsilon,executor_cores,executor_instances,driver_cores,memory_fraction,memory_storageFraction,rpc_message_maxSize,executor_memory_mb,driver_memory_mb,shuffle_file_buffer_kb,broadcast_block_mb,maxSizeInFlight_mb,shuffle_compress,spill_compress,broadcast_compress,rdd_compress,io_codec
0,0,24.14368053197107,-0.30146751261637506,0.3,1,2,1,0.4,0.5,160,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,1,24.15741625727971,-0.0005689159650058193,0.3,1,2,1,0.4,0.5,192,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,2,24.146274822094522,0.00046120144085484797,0.3,1,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,3,18.5672127453924,0.23105270348356688,0.3,2,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,4,24.146274822094522,-0.3004792454961562,0.3,1,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,5,18.567212745392393,0.23105270348356718,0.3,2,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,96.0,0,0,0,0,snappy
0,6,18.567212745392393,0.0,0.3,2,2,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,96.0,0,0,0,0,snappy
0,7,18.690929995705176,-0.006663210682684964,0.3,2,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,96.0,0,0,0,0,snappy
0,8,18.68097660968148,0.0005325249212309445,0.3,2,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,9,24.24783672183958,-0.29799620375698427,0.3,1,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,10,18.680976609681473,0.2295817221147872,0.3,2,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,11,17.392818268623905,0.06895562089564286,0.3,3,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,12,18.68097660968148,-0.07406265742345916,0.3,2,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,13,17.392818268623902,0.0689556208956434,0.3,3,3,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,14,17.41868964558799,-0.0014874746901000044,0.3,3,2,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,15,18.557259359368693,-0.06536483150838471,0.3,2,2,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,16,24.146274822094526,-0.3011767715529718,0.3,1,2,1,0.5,0.5,192,2048.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,17,24.146274822094526,0.0,0.3,1,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,88.0,0,0,0,0,snappy
0,18,18.5572593593687,0.23146491555756327,0.3,2,2,1,0.5,0.5,192,2048.0,1024.0,128.0,24.0,88.0,0,0,0,0,snappy
0,19,18.569301029272868,-0.000648892687814291,0.3,2,2,1,0.5,0.5,192,1024.0,1024.0,128.0,24.0,88.0,0,0,0,0,snappy
0,20,18.569301029272864,1.9132188514796334e-16,0.3,2,2,1,0.5,0.5,192,1024.0,1024.0,112.0,24.0,88.0,0,0,0,0,snappy
0,21,18.53150874532225,0.0020352022884996754,0.3,2,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,22,24.146274822094526,-0.3029848326941844,0.3,1,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,23,18.531508745322245,0.23253135807245143,0.3,2,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,24,17.224720866752367,0.07051707966841823,0.3,3,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,25,18.53150874532225,-0.07586699887208505,0.3,2,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,26,17.22472086675237,0.07051707966841822,0.3,3,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,27,17.203649889619935,0.001223298612235111,0.3,3,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,28,18.65522599563503,-0.08437605480979486,0.3,2,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,29,24.24783672183958,-0.299787883969517,0.3,1,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,30,18.65522599563503,0.2306436978424302,0.3,2,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,31,17.203649889619932,0.07781069531694432,0.3,3,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,32,17.224720866752367,-0.0012247969045887644,0.3,3,2,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,33,17.203649889619935,0.001223298612234905,0.3,3,3,1,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,34,17.22906006738584,-0.0014770224881894113,0.3,3,3,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,35,18.64771078700107,-0.08234057540380266,0.3,2,3,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,36,24.234100996530948,-0.2995751206858074,0.3,1,3,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,37,18.64771078700107,0.230517740696449,0.3,2,3,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,38,17.22906006738584,0.07607640078824801,0.3,3,3,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,39,17.250131044518277,-0.0012229905200877521,0.3,3,2,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,40,18.492437944775062,-0.07201724421980923,0.3,2,2,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,41,24.132539096785884,-0.30499500221951004,0.3,1,2,1,0.5,0.5,160,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
0,42,24.204067637972063,-0.002963987374030851,0.3,1,2,1,0.5,0.5,160,1024.0,3072.0,112.0,24.0,88.0,0,0,0,0,snappy
0,43,24.217803363280698,-0.0005674965676879025,0.3,1,2,1,0.5,0.5,192,1024.0,3072.0,112.0,24.0,88.0,0,0,0,0,snappy
0,44,18.510569430675233,0.2356627414548603,0.3,2,2,1,0.5,0.5,192,1024.0,3072.0,112.0,24.0,88.0,0,0,0,0,snappy
0,45,24.2178033632807,-0.3083229802292084,0.3,1,2,1,0.5,0.5,192,1024.0,3072.0,112.0,24.0,88.0,0,0,0,0,snappy
0,46,24.228244113374235,-0.00043111879045823985,0.3,1,2,1,0.5,0.5,192,1024.0,3072.0,112.0,24.0,88.0,0,0,0,1,snappy
0,47,24.21450838806559,0.0005669302836957706,0.3,1,2,1,0.5,0.5,160,1024.0,3072.0,112.0,24.0,88.0,0,0,0,1,snappy
0,48,24.214508388065592,-1.467183897299975e-16,0.3,1,2,1,0.5,0.5,160,1024.0,3072.0,96.0,24.0,88.0,0,0,0,1,snappy
0,49,24.20406763797207,0.00043117745469770753,0.3,1,2,1,0.5,0.5,160,1024.0,3072.0,96.0,24.0,88.0,0,0,0,0,snappy
1,0,17.203649889619935,0.0,0.2985,3,3,2,0.5,0.5,192,1024.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,1,17.203649889619935,0.0,0.2985,3,3,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,2,18.641951767959416,-0.0836044611212008,0.2985,2,3,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,3,24.2342531313046,-0.2999847565830995,0.2985,1,3,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,4,24.13269123155955,0.004190840922341347,0.2985,1,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,5,18.515782035650744,0.23275104885787826,0.2985,2,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,6,24.132691231559548,-0.30335792380218496,0.2985,1,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,88.0,0,0,0,0,snappy
1,7,24.132691231559537,4.4164742896404814e-16,0.2985,1,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,8,18.527450506550988,0.23226753581789888,0.2985,2,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,9,24.13269123155954,-0.30253707724258316,0.2985,1,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,10,18.527450506550988,0.232267535817899,0.2985,2,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,11,17.224720866752367,0.07031348643128194,0.2985,3,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,12,18.527450506550988,-0.07563139338374913,0.2985,2,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,13,17.224720866752367,0.07031348643128194,0.2985,3,2,2,0.5,0.5,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,14,17.224720866752367,0.0,0.2985,3,2,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,15,18.551737235485632,-0.07704138598232431,0.2985,2,2,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,16,24.132691231559548,-0.3008318803372606,0.2985,1,2,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,17,18.551737235485636,0.23126115287031954,0.2985,2,2,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,18,17.224720866752367,0.07153057160571251,0.2985,3,2,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,19,17.203649889619935,0.001223298612234905,0.2985,3,3,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,20,18.67113844927578,-0.08530100118703733,0.2985,2,3,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,21,24.2342531313046,-0.29795262335728673,0.2985,1,3,2,0.5,0.6,192,2048.0,2048.0,112.0,24.0,96.0,0,0,0,0,snappy
1,22,24.234253131304605,-1.4659885161516624e-16,0.2985,1,3,2,0.5,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,23,24.132691231559548,0.00419084092234164,0.2985,1,2,2,0.5,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,24,18.551737235485636,0.23126115287031954,0.2985,2,2,2,0.5,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,25,18.568632492620477,-0.0009107102434872875,0.2985,2,2,2,0.4,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,26,24.143832666744725,-0.3002482911081329,0.2985,1,2,2,0.4,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,27,18.568632492620473,0.2309161205297546,0.2985,2,2,2,0.4,0.6,192,2048.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,28,18.56300699759081,0.0003029568834375713,0.2985,2,2,2,0.4,0.6,192,3072.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,29,23.849475827503262,-0.28478515526059717,0.2985,1,2,2,0.4,0.6,192,3072.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,30,18.56300699759081,0.22165974917637749,0.2985,2,2,2,0.4,0.6,192,3072.0,2048.0,128.0,24.0,96.0,0,0,0,0,snappy
1,31,18.54516644125286,0.0009610811621342795,0.2985,2,2,2,0.4,0.6,192,3072.0,2048.0,128.0,24.0,88.0,0,0,0,0,snappy
1,32,23.84947582750327,-0.2860211259388441,0.2985,1,2,2,0.4,0.6,192,3072.0,2048.0,128.0,24.0,88.0,0,0,0,0,snappy
1,33,23.874217452621973,-0.0010374075010140028,0.2985,1,2,3,0.4,0.6,192,3072.0,2048.0,128.0,24.0,88.0,0,0,0,0,snappy
1,34,18.509189104392192,0.22472059487924997,0.2985,2,2,3,0.4,0.6,192,3072.0,2048.0,128.0,24.0,88.0,0,0,0,0,snappy
