topology_workers,topology_worker_cores,topology_worker_mem_gb,profile,executor_cores,executor_memory,executor_instances,driver_cores,driver_memory,memory_fraction,memory_storageFraction,shuffle_compress,spill_compress,shuffle_file_buffer,broadcast_block,broadcast_compress,maxSizeInFlight,io_codec,rpc_message_maxSize,rdd_compress,median_duration_s,exit_code
3,3,6,large,2,3g,2,3,4g,0.7,0.3,false,true,80k,24m,true,96m,lz4,224,false,18.035,0
3,3,6,large,3,5g,3,2,3g,0.6,0.7,false,false,128k,14m,false,64m,lz4,224,true,16.6825,0
3,3,6,large,2,2g,2,1,3g,0.3,0.8,true,false,128k,16m,true,72m,snappy,192,true,18.741,0
3,3,6,large,2,3g,3,1,1g,0.4,0.8,false,false,112k,20m,true,64m,snappy,192,false,19.1295,0
3,3,6,large,2,1g,3,3,4g,0.3,0.5,true,false,80k,20m,false,72m,lz4,160,true,19.026,0
3,3,6,large,1,4g,2,1,4g,0.5,0.8,true,false,64k,12m,false,72m,snappy,224,false,25.434,0
3,3,6,large,2,1g,3,3,2g,0.3,0.6,true,false,80k,8m,false,96m,snappy,128,false,18.3695,0
3,3,6,large,2,4g,3,1,2g,0.8,0.5,true,false,96k,6m,true,64m,lz4,128,false,18.9605,0
3,3,6,large,3,6g,3,1,4g,0.7,0.3,false,true,32k,24m,true,80m,lz4,160,true,17.024,0
3,3,6,large,1,5g,2,2,2g,0.7,0.3,true,false,128k,10m,true,72m,snappy,192,false,25.3655,0
3,3,6,large,3,2g,3,2,1g,0.8,0.7,true,true,48k,18m,false,56m,lz4,128,false,16.781,0
3,3,6,large,1,5g,2,1,3g,0.7,0.8,false,true,112k,22m,true,64m,snappy,128,false,25.401,0
3,3,6,large,2,6g,2,3,1g,0.7,0.7,false,false,80k,24m,false,72m,lz4,128,false,19.2605,0
3,3,6,large,3,4g,3,1,4g,0.5,0.5,false,true,96k,4m,true,80m,lz4,160,false,17.004,0
3,3,6,large,3,4g,2,1,3g,0.8,0.8,false,false,112k,12m,true,88m,snappy,128,true,17.392,0
3,3,6,large,3,6g,3,1,4g,0.5,0.8,true,true,128k,20m,true,48m,snappy,256,true,17.0555,0
3,3,6,large,3,3g,3,4,3g,0.8,0.3,false,false,48k,10m,true,56m,snappy,160,true,16.9685,0
3,3,6,large,1,3g,2,4,3g,0.5,0.8,false,true,128k,14m,false,96m,lz4,224,true,22.272,0
3,3,6,large,3,3g,2,4,2g,0.8,0.3,true,false,64k,18m,true,72m,lz4,160,false,17.581,0
3,3,6,large,1,3g,2,4,4g,0.7,0.3,false,true,64k,6m,false,72m,snappy,160,true,22.576,0
3,3,6,large,1,2g,2,1,2g,0.8,0.8,true,false,112k,14m,true,48m,lz4,224,false,24.348,0
3,3,6,large,3,4g,2,4,4g,0.8,0.6,false,false,64k,10m,true,88m,snappy,256,true,17.1905,0
3,3,6,large,3,6g,3,4,2g,0.3,0.7,false,true,48k,10m,false,88m,snappy,128,false,17.372,0
3,3,6,large,2,4g,3,4,3g,0.6,0.8,true,false,48k,4m,true,48m,lz4,160,false,19.285,0
3,3,6,large,2,4g,3,1,3g,0.5,0.7,true,false,32k,4m,true,96m,lz4,224,false,18.5125,0
3,3,6,large,2,2g,2,1,1g,0.7,0.7,false,false,112k,20m,true,88m,snappy,224,false,18.848,0
3,3,6,large,2,4g,3,1,4g,0.5,0.5,true,false,32k,16m,false,48m,lz4,224,false,18.201,0
