schema_version,experiment_id,timestamp,job_type,profile,input_dataset_id,input_hdfs_path,input_size_bytes,rng_seed,topology_workers,topology_worker_cores,topology_worker_mem_gb,total_cores,total_memory_gb,executor_cores,executor_memory,executor_instances,driver_cores,driver_memory,memory_fraction,memory_storageFraction,shuffle_compress,spill_compress,shuffle_file_buffer,broadcast_block,broadcast_compress,maxSizeInFlight,io_codec,rpc_message_maxSize,rdd_compress,run_durations_s,median_duration_s,mean_duration_s,std_duration_s,min_duration_s,max_duration_s,cv_duration,successful_runs,exit_code,error_type,spark_conf_hash,spark_conf_path,bench_log_tail_path
2,pagerank_small_2x4x8_20260424180922_29,2026-04-24T18:09:58+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,3g,1,4,1g,0.4,0.7,false,false,32k,22m,false,80m,lz4,192,true,"8.912;9.414;8.375",8.912,8.900333333333334,0.4242501882406443,8.375,9.414,0.047666775203997334,3,0,ok,0d601bacd6ec51220353bf7279445a0dfc0f3497770821026529ecb77af2c31f,"",""
2,pagerank_small_2x4x8_20260424180958_30,2026-04-24T18:10:33+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,3,4g,1,3,3g,0.6,0.4,false,false,96k,4m,true,56m,snappy,160,false,"7.937;8.647;8.631",8.631,8.405000000000001,0.3309904328929564,7.937,8.647,0.039380182378697955,3,0,ok,cd45eb54a36769feb0b2612976de321fd0b9c6a7023c0df010b04df3fd2fa82c,"",""
2,pagerank_small_2x4x8_20260424181033_31,2026-04-24T18:11:09+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,3g,2,3,2g,0.8,0.5,false,true,64k,4m,false,64m,lz4,160,false,"8.482;8.748;8.008",8.482,8.412666666666667,0.3060559135553866,8.008,8.748,0.036380368518351684,3,0,ok,f2ee638d0be352e7de5a92de7586c68c9f0f57f551c930a7d60ac932b954b58e,"",""
2,pagerank_small_2x4x8_20260424181109_32,2026-04-24T18:11:45+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,4,7g,2,1,1g,0.8,0.6,true,false,48k,4m,false,96m,lz4,160,false,"8.898;9.046;9.060",9.046,9.001333333333333,0.07329089681232982,8.898,9.06,0.008142226723336893,3,0,ok,c7263fc428c65fb71859bfecd21a283a85aa1bf4570024cccf12c8226fb82aef,"",""
2,pagerank_small_2x4x8_20260424181145_33,2026-04-24T18:12:22+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,4,6g,2,2,3g,0.4,0.5,true,true,112k,16m,true,72m,lz4,192,true,"9.725;9.096;9.219",9.219,9.346666666666666,0.272193966787575,9.096,9.725,0.029122036389540838,3,0,ok,9673dcd948abeea991daed5789756d837eddc1c7511ff53bc4789b389ac4d364,"",""
2,pagerank_small_2x4x8_20260424181222_34,2026-04-24T18:12:57+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,4g,1,3,2g,0.4,0.7,false,false,80k,4m,false,96m,snappy,224,false,"8.390;8.284;8.977",8.39,8.550333333333334,0.30478662846143495,8.284,8.977,0.03564616917018069,3,0,ok,133204360392d06756925ddbf0130d89becf4bd1518d1c27854cfb955060dc77,"",""
2,pagerank_small_2x4x8_20260424181257_35,2026-04-24T18:13:32+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,4g,2,3,1g,0.7,0.5,false,true,128k,6m,true,72m,lz4,256,false,"8.611;8.377;8.844",8.611,8.610666666666667,0.1906520973454581,8.377,8.844,0.022141386343929013,3,0,ok,43afbb15ee49f5aec5fc500b48ed59e9fd424bffdae8509c5f6ec0b0cfa58274,"",""
2,pagerank_small_2x4x8_20260424181332_36,2026-04-24T18:14:06+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,2,5g,2,3,1g,0.5,0.8,false,true,112k,16m,true,64m,lz4,128,false,"8.341;7.560;8.480",8.341,8.126999999999999,0.4049255075525211,7.56,8.48,0.04982472099821843,3,0,ok,18b9ba1df06de5543b489c37020342113359351467a3632085212cd2d059b040,"",""
2,pagerank_small_2x4x8_20260424181406_37,2026-04-24T18:14:57+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,2g,2,1,2g,0.7,0.3,false,false,80k,20m,false,88m,lz4,128,false,"14.560;13.896;13.433",13.896,13.963000000000001,0.46252855767689294,13.433,14.56,0.033125299554314466,3,0,ok,aafeb89909f05e89f2bccf4040382824ace992a32aba4eccda65525b4c989189,"",""
2,pagerank_small_2x4x8_20260424181457_38,2026-04-24T18:15:33+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,3,6g,1,2,1g,0.6,0.7,false,false,112k,4m,false,64m,snappy,160,true,"8.633;8.731;8.797",8.731,8.720333333333333,0.06737622396332134,8.633,8.797,0.007726335839224954,3,0,ok,e52c1812785a8d4b09c1b771c10e9fa28a80f5aad156f641a6fbb9f0be6eb1ec,"",""
