timestep,predicted_time,executor_cores,executor_instances,driver_cores,memory_fraction,memory_storageFraction,rpc_message_maxSize,executor_memory_mb,driver_memory_mb,shuffle_file_buffer_kb,broadcast_block_mb,maxSizeInFlight_mb,shuffle_compress,spill_compress,broadcast_compress,rdd_compress,io_codec
1,17.378129549479503,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
2,17.378129549479503,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
3,17.382296987751108,3,3,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
4,17.382296987751108,3,3,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
5,17.41139007730045,3,2,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
6,17.41139007730045,3,2,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
7,17.382296987751108,3,3,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,72.0,0,1,1,1,snappy
8,17.40949539547764,3,3,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,snappy
9,17.40949539547764,3,3,3,0.5,0.6,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,snappy
10,17.40949539547764,3,3,3,0.5,0.7,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,snappy
11,19.030874383866255,2,3,3,0.5,0.7,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,snappy
12,26.02959675154246,1,3,3,0.5,0.7,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,snappy
13,26.02959675154246,1,3,3,0.5,0.7,192,5120.0,3072.0,80.0,14.0,64.0,0,1,1,1,lz4
14,26.028593717732132,1,3,3,0.5,0.7,192,6144.0,3072.0,80.0,14.0,64.0,0,1,1,1,lz4
15,26.028593717732132,1,3,3,0.5,0.7,192,6144.0,3072.0,80.0,14.0,72.0,0,1,1,1,lz4
16,26.034247818261232,1,3,3,0.5,0.6,192,6144.0,3072.0,80.0,14.0,72.0,0,1,1,1,lz4
17,26.034247818261232,1,3,3,0.5,0.6,192,6144.0,3072.0,80.0,14.0,72.0,0,1,1,1,lz4
18,26.034247818261232,1,3,3,0.5,0.6,192,6144.0,3072.0,96.0,14.0,72.0,0,1,1,1,lz4
19,26.034247818261232,1,3,3,0.4,0.6,192,6144.0,3072.0,96.0,14.0,72.0,0,1,1,1,lz4
20,26.030552409310616,1,3,3,0.4,0.6,224,6144.0,3072.0,96.0,14.0,72.0,0,1,1,1,lz4
21,19.670583398533427,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,14.0,72.0,0,1,1,1,lz4
22,20.50611172549424,2,3,3,0.4,0.6,224,7168.0,3072.0,96.0,14.0,72.0,0,1,1,1,lz4
23,20.50611172549424,2,3,3,0.4,0.6,224,7168.0,3072.0,96.0,14.0,72.0,1,1,1,1,lz4
24,20.50611172549424,2,3,3,0.4,0.6,224,7168.0,3072.0,96.0,14.0,72.0,1,0,1,1,lz4
25,20.50611172549424,2,3,3,0.4,0.6,224,7168.0,3072.0,96.0,14.0,72.0,1,0,1,1,lz4
26,19.670583398533427,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,14.0,72.0,1,0,1,1,lz4
27,19.670583398533427,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,14.0,72.0,1,0,1,1,lz4
28,19.649112513759764,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,12.0,72.0,1,0,1,1,lz4
29,19.644667876414086,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,12.0,80.0,1,0,1,1,lz4
30,19.644667876414086,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,12.0,80.0,1,0,1,1,snappy
31,19.644667876414086,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,12.0,88.0,1,0,1,1,snappy
32,19.646382961290627,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,12.0,96.0,1,0,1,1,snappy
33,19.643433045465713,2,3,3,0.4,0.6,224,6144.0,3072.0,96.0,10.0,96.0,1,0,1,1,snappy
34,19.691684395774356,2,3,3,0.4,0.6,256,6144.0,3072.0,96.0,10.0,96.0,1,0,1,1,snappy
35,19.691684395774356,2,3,3,0.4,0.6,256,6144.0,3072.0,96.0,10.0,96.0,1,1,1,1,snappy
36,26.072399065689215,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,10.0,96.0,1,1,1,1,snappy
37,26.072399065689215,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,12.0,96.0,1,1,1,1,snappy
38,26.072399065689215,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,10.0,96.0,1,1,1,1,snappy
39,26.072399065689215,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,10.0,96.0,1,1,1,1,snappy
40,26.072399065689215,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,8.0,96.0,1,1,1,1,snappy
41,26.06704402453695,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,8.0,96.0,1,1,0,1,snappy
42,26.06704402453695,1,3,3,0.4,0.6,256,6144.0,3072.0,96.0,6.0,96.0,1,1,0,1,snappy
43,26.06704402453695,1,3,3,0.3,0.6,256,6144.0,3072.0,96.0,6.0,96.0,1,1,0,1,snappy
44,26.06704402453695,1,3,3,0.3,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,1,0,1,snappy
45,26.05029434738797,1,3,3,0.3,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
46,26.05029434738797,1,3,3,0.4,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
47,26.05029434738797,1,3,3,0.4,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
48,26.05029434738797,1,3,3,0.5,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
49,26.05029434738797,1,3,3,0.5,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
50,26.05029434738797,1,3,4,0.5,0.6,256,6144.0,4096.0,96.0,6.0,96.0,1,0,0,1,snappy
51,17.56139314128742,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
52,17.56139314128742,3,4,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
53,17.56139314128742,3,4,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
54,19.02583980669574,2,4,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
55,19.03932206630213,2,4,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
56,19.03932206630213,2,4,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
57,19.04315231321571,2,4,3,0.6,0.6,192,5120.0,3072.0,80.0,16.0,80.0,1,0,1,1,snappy
58,19.04315231321571,2,4,3,0.6,0.6,192,5120.0,3072.0,80.0,16.0,80.0,1,0,1,1,snappy
59,19.03439809945108,2,4,3,0.6,0.6,224,5120.0,3072.0,80.0,16.0,80.0,1,0,1,1,snappy
60,19.030291746570423,2,4,3,0.6,0.6,224,5120.0,3072.0,80.0,16.0,80.0,1,0,1,0,snappy
61,19.040927396221697,2,4,3,0.6,0.6,224,5120.0,3072.0,80.0,18.0,80.0,1,0,1,0,snappy
62,19.036015073590626,2,4,3,0.6,0.5,224,5120.0,3072.0,80.0,18.0,80.0,1,0,1,0,snappy
63,19.00712241786672,2,4,3,0.5,0.5,224,5120.0,3072.0,80.0,18.0,80.0,1,0,1,0,snappy
64,19.00712241786672,2,4,3,0.5,0.5,224,5120.0,3072.0,80.0,18.0,88.0,1,0,1,0,snappy
65,26.007984817527404,1,4,3,0.5,0.5,224,5120.0,3072.0,80.0,18.0,88.0,1,0,1,0,snappy
66,25.967452410119996,1,4,4,0.5,0.5,224,5120.0,3072.0,80.0,18.0,88.0,1,0,1,0,snappy
67,25.967452410119996,1,3,4,0.5,0.5,224,5120.0,3072.0,80.0,18.0,88.0,1,0,1,0,snappy
68,25.971147819070616,1,3,4,0.5,0.5,192,5120.0,3072.0,80.0,18.0,88.0,1,0,1,0,snappy
69,25.971147819070616,1,3,4,0.5,0.5,192,5120.0,3072.0,80.0,20.0,88.0,1,0,1,0,snappy
70,25.966212942527406,1,3,4,0.5,0.5,192,5120.0,3072.0,80.0,20.0,88.0,0,0,1,0,snappy
71,26.006745349934814,1,3,3,0.5,0.5,192,5120.0,3072.0,80.0,20.0,88.0,0,0,1,0,snappy
72,26.006745349934814,1,3,3,0.4,0.5,192,5120.0,3072.0,80.0,20.0,88.0,0,0,1,0,snappy
73,26.002328399215777,1,3,3,0.4,0.6,192,5120.0,3072.0,80.0,20.0,88.0,0,0,1,0,snappy
74,26.002328399215777,1,3,3,0.4,0.6,192,5120.0,3072.0,80.0,22.0,88.0,0,0,1,0,snappy
75,26.002328399215777,1,3,3,0.4,0.6,192,5120.0,3072.0,80.0,24.0,88.0,0,0,1,0,snappy
76,26.002328399215777,1,4,3,0.4,0.6,192,5120.0,3072.0,80.0,24.0,88.0,0,0,1,0,snappy
77,26.002328399215777,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,24.0,88.0,0,0,1,0,snappy
78,26.00625438025634,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,24.0,88.0,0,0,1,0,lz4
79,26.00625438025634,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,22.0,88.0,0,0,1,0,lz4
80,26.00625438025634,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,22.0,88.0,0,0,1,0,lz4
81,26.028506673025298,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,22.0,88.0,0,0,1,1,lz4
82,26.028506673025298,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,22.0,88.0,0,0,1,1,lz4
83,26.023151631873034,1,4,3,0.4,0.6,192,5120.0,3072.0,64.0,22.0,88.0,0,0,0,1,lz4
84,26.023151631873034,1,4,3,0.4,0.6,192,5120.0,4096.0,64.0,22.0,88.0,0,0,0,1,lz4
85,26.023151631873034,1,4,3,0.4,0.6,192,5120.0,4096.0,80.0,22.0,88.0,0,0,0,1,lz4
86,26.023151631873034,1,4,3,0.5,0.6,192,5120.0,4096.0,80.0,22.0,88.0,0,0,0,1,lz4
87,26.023151631873034,1,4,3,0.5,0.6,192,5120.0,4096.0,64.0,22.0,88.0,0,0,0,1,lz4
88,26.023151631873034,1,3,3,0.5,0.6,192,5120.0,4096.0,64.0,22.0,88.0,0,0,0,1,lz4
89,26.023151631873034,1,3,3,0.5,0.6,192,5120.0,4096.0,64.0,22.0,88.0,0,0,0,1,lz4
90,26.023151631873034,1,3,3,0.5,0.6,192,5120.0,4096.0,64.0,22.0,96.0,0,0,0,1,lz4
91,26.023151631873034,1,4,3,0.5,0.6,192,5120.0,4096.0,64.0,22.0,96.0,0,0,0,1,lz4
92,26.023151631873034,1,4,3,0.5,0.6,192,5120.0,4096.0,48.0,22.0,96.0,0,0,0,1,lz4
93,26.023151631873034,1,4,3,0.5,0.6,192,5120.0,4096.0,48.0,22.0,96.0,0,0,0,1,lz4
94,26.023151631873034,1,4,3,0.6,0.6,192,5120.0,4096.0,48.0,22.0,96.0,0,0,0,1,lz4
95,26.023151631873034,1,4,3,0.6,0.6,192,5120.0,3072.0,48.0,22.0,96.0,0,0,0,1,lz4
96,26.023151631873034,1,4,3,0.6,0.6,192,5120.0,3072.0,48.0,22.0,96.0,0,0,0,1,lz4
97,26.02808650841624,1,4,3,0.6,0.6,192,5120.0,3072.0,48.0,22.0,96.0,1,0,0,1,lz4
98,26.034830687462502,1,4,3,0.6,0.6,192,5120.0,3072.0,48.0,22.0,96.0,1,1,0,1,lz4
99,26.034830687462502,1,4,3,0.6,0.6,192,5120.0,3072.0,64.0,22.0,96.0,1,1,0,1,lz4
100,26.031135278511883,1,4,3,0.6,0.6,224,5120.0,3072.0,64.0,22.0,96.0,1,1,0,1,lz4
101,17.54455764345192,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
102,17.542455766869143,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,lz4
103,17.54455764345192,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
104,17.54455764345192,3,3,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
105,17.56928541313594,3,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
106,17.56928541313594,3,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
107,17.605680000916987,3,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,64.0,1,0,1,1,snappy
108,17.56928541313594,3,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
109,17.56928541313594,3,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
110,17.56928541313594,3,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
111,17.57320359545517,3,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
112,17.586120910971438,3,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
113,19.035226389955582,2,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,1,1,1,snappy
114,19.048708649561977,2,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
115,19.048708649561977,2,2,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
116,19.038510299994876,2,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
117,19.057258339210563,2,2,2,0.6,0.5,192,5120.0,3072.0,80.0,14.0,80.0,1,0,1,1,snappy
118,19.06110385012326,2,2,2,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
119,19.06110385012326,2,2,2,0.6,0.5,192,5120.0,3072.0,80.0,14.0,72.0,1,0,1,1,snappy
120,19.080596725637665,2,2,2,0.6,0.5,192,5120.0,3072.0,80.0,14.0,64.0,1,0,1,1,snappy
121,19.074403006869293,2,2,2,0.6,0.5,192,5120.0,3072.0,80.0,14.0,64.0,0,0,1,1,snappy
122,19.05565496765361,2,2,3,0.6,0.5,192,5120.0,3072.0,80.0,14.0,64.0,0,0,1,1,snappy
123,19.03494713035202,2,2,3,0.6,0.5,192,5120.0,4096.0,80.0,14.0,64.0,0,0,1,1,snappy
124,19.0387773772656,2,2,3,0.6,0.5,192,5120.0,4096.0,80.0,16.0,64.0,0,0,1,1,snappy
125,19.030023163500974,2,2,3,0.6,0.5,224,5120.0,4096.0,80.0,16.0,64.0,0,0,1,1,snappy
126,19.028870385723195,2,2,4,0.6,0.5,224,5120.0,4096.0,80.0,16.0,64.0,0,0,1,1,snappy
127,19.041836063152758,2,2,4,0.6,0.5,224,5120.0,4096.0,64.0,16.0,64.0,0,0,1,1,snappy
128,19.02679930251756,2,2,4,0.6,0.5,224,5120.0,4096.0,64.0,16.0,64.0,0,1,1,1,snappy
129,18.471736183480655,2,2,4,0.6,0.5,224,4096.0,4096.0,64.0,16.0,64.0,0,1,1,1,snappy
130,18.53085099829547,2,2,4,0.6,0.5,224,4096.0,4096.0,64.0,16.0,56.0,0,1,1,1,snappy
131,18.471971848445833,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,16.0,56.0,0,1,1,1,snappy
132,18.470431586701405,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,1,1,snappy
133,18.472245409452725,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,20.0,56.0,0,1,1,1,snappy
134,18.470431586701405,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,1,1,snappy
135,18.470431586701405,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,1,1,snappy
136,18.445918625575597,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,0,1,snappy
137,18.46143551821228,2,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,0,1,lz4
138,17.184642340791672,3,2,4,0.6,0.5,224,3072.0,4096.0,64.0,18.0,56.0,0,1,0,1,lz4
139,17.274094861999583,3,2,4,0.6,0.5,224,3072.0,3072.0,64.0,18.0,56.0,0,1,0,1,lz4
140,17.27068051014773,3,2,4,0.6,0.5,256,3072.0,3072.0,64.0,18.0,56.0,0,1,0,1,lz4
141,17.27068051014773,3,2,4,0.6,0.5,256,3072.0,3072.0,64.0,18.0,56.0,0,1,0,1,lz4
142,17.244840159795924,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,18.0,56.0,0,1,0,1,lz4
143,17.255545287294453,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,20.0,56.0,0,1,0,1,lz4
144,17.358646171800896,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,20.0,64.0,0,1,0,1,lz4
145,17.36073107307503,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,20.0,64.0,0,1,0,1,snappy
146,17.358646171800896,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,20.0,64.0,0,1,0,1,lz4
147,17.358646171800896,3,3,4,0.6,0.5,256,3072.0,3072.0,64.0,20.0,64.0,0,1,0,1,lz4
148,17.362060523652747,3,3,4,0.6,0.5,224,3072.0,3072.0,64.0,20.0,64.0,0,1,0,1,lz4
149,17.365701032912003,3,3,4,0.6,0.5,224,3072.0,3072.0,80.0,20.0,64.0,0,1,0,1,lz4
150,17.365701032912003,3,3,4,0.6,0.5,224,3072.0,3072.0,80.0,20.0,64.0,0,1,0,1,lz4
151,17.5615457717588,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
152,17.548475825771146,3,3,3,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
153,17.518679249726304,3,3,2,0.6,0.6,192,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
154,17.53392696798027,3,3,2,0.6,0.6,192,5120.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
155,17.55865473766429,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
156,17.55865473766429,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
157,17.55865473766429,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,14.0,72.0,1,1,1,1,snappy
158,17.373785553724744,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,14.0,72.0,0,1,1,1,snappy
159,17.391041970905817,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,12.0,72.0,0,1,1,1,snappy
160,17.391041970905817,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,12.0,72.0,0,1,1,1,snappy
161,17.5772227546396,3,2,2,0.6,0.6,192,5120.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
162,17.556845560074905,3,2,2,0.6,0.6,224,5120.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
163,17.556845560074905,3,2,2,0.6,0.6,224,5120.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
164,17.57109757696234,3,2,2,0.6,0.6,224,5120.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
165,17.566706759061102,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
166,17.566706759061102,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
167,17.542976034487324,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,72.0,1,1,1,0,snappy
168,17.542976034487324,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,72.0,1,1,1,0,snappy
169,17.542976034487324,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,72.0,1,1,1,0,snappy
170,17.57413358523133,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,12.0,64.0,1,1,1,0,snappy
171,17.56736591936869,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,1,0,snappy
172,17.59633368097951,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,1,1,snappy
173,17.58415702807994,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
174,17.39905632558179,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,0,1,0,1,snappy
175,17.58415702807994,3,2,2,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
176,17.580742676228084,3,2,2,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
177,17.580742676228084,3,2,2,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
178,17.580742676228084,3,2,2,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
179,16.230870187843273,4,2,2,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
180,16.230870187843273,4,2,2,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
181,16.230870187843273,4,2,1,0.6,0.6,256,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
182,16.230870187843273,4,2,1,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
183,16.230870187843273,4,2,1,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
184,16.230870187843273,4,2,1,0.6,0.6,224,6144.0,2048.0,64.0,10.0,64.0,1,1,0,1,snappy
185,16.22539950883092,4,2,1,0.6,0.6,224,6144.0,2048.0,64.0,12.0,64.0,1,1,0,1,snappy
186,16.287721499571667,4,2,1,0.6,0.6,224,6144.0,1024.0,64.0,12.0,64.0,1,1,0,1,snappy
187,16.287721499571667,4,2,1,0.6,0.6,224,6144.0,1024.0,64.0,12.0,64.0,1,1,0,1,snappy
188,16.212369319787715,4,2,1,0.6,0.6,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,1,snappy
189,16.212369319787715,4,2,1,0.6,0.6,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,1,snappy
190,16.22790644099984,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,1,snappy
191,16.22790644099984,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,1,snappy
192,16.2226694039628,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,0,snappy
193,16.2226694039628,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,0,0,snappy
194,16.2226694039628,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,1,0,snappy
195,16.88771450913412,4,2,1,0.6,0.8,224,6144.0,1024.0,64.0,12.0,56.0,1,1,1,0,snappy
196,16.88771450913412,4,2,1,0.6,0.8,224,6144.0,1024.0,64.0,12.0,56.0,1,1,1,0,snappy
197,16.2226694039628,4,2,1,0.6,0.7,224,6144.0,1024.0,64.0,12.0,56.0,1,1,1,0,snappy
198,16.227060221864036,4,2,1,0.6,0.7,224,5120.0,1024.0,64.0,12.0,56.0,1,1,1,0,snappy
199,16.191676958766536,4,2,1,0.6,0.7,224,5120.0,1024.0,64.0,12.0,56.0,1,1,1,0,lz4
200,16.191676958766536,4,2,1,0.6,0.7,224,5120.0,1024.0,64.0,12.0,56.0,1,1,1,0,lz4
201,17.52809863120645,3,3,3,0.6,0.6,224,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
202,19.02720328748578,2,3,3,0.6,0.6,224,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
203,19.026050509708003,2,3,4,0.6,0.6,224,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
204,19.011407522795224,2,3,4,0.6,0.5,224,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
205,19.05670895727895,2,3,4,0.6,0.5,256,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
206,19.05670895727895,2,3,4,0.6,0.5,256,5120.0,3072.0,80.0,14.0,72.0,1,1,1,1,snappy
207,19.05670895727895,2,3,4,0.6,0.5,256,5120.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
208,19.034578261431587,2,3,4,0.5,0.5,256,5120.0,3072.0,80.0,12.0,72.0,1,1,1,1,snappy
209,19.129216359508924,2,3,4,0.5,0.5,256,5120.0,2048.0,80.0,12.0,72.0,1,1,1,1,snappy
210,19.12258288563326,2,3,4,0.5,0.5,256,5120.0,2048.0,80.0,12.0,80.0,1,1,1,1,snappy
211,19.12258288563326,2,3,4,0.5,0.5,256,5120.0,2048.0,80.0,12.0,80.0,1,1,1,1,snappy
212,19.134237598943358,2,3,4,0.5,0.5,256,5120.0,2048.0,80.0,12.0,80.0,1,0,1,1,snappy
213,19.14087107281902,2,3,4,0.5,0.5,256,5120.0,2048.0,80.0,12.0,72.0,1,0,1,1,snappy
214,19.158432969384382,2,3,4,0.5,0.5,256,5120.0,2048.0,64.0,12.0,72.0,1,0,1,1,snappy
215,19.158432969384382,2,3,4,0.5,0.5,256,5120.0,2048.0,64.0,12.0,72.0,1,0,1,1,snappy
216,19.143396208749184,2,3,4,0.5,0.5,256,5120.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
217,19.143396208749184,2,3,4,0.5,0.5,256,5120.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
218,19.143396208749184,2,3,4,0.5,0.5,256,5120.0,2048.0,64.0,12.0,72.0,1,1,1,1,snappy
219,19.048758110671855,2,3,4,0.5,0.5,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
220,19.048758110671855,2,4,4,0.5,0.5,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,1,snappy
221,19.048758110671855,2,4,4,0.5,0.5,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
222,19.02994146003854,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
223,19.02994146003854,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
224,19.02994146003854,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
225,19.02994146003854,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
226,19.010528225176692,2,4,4,0.5,0.3,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
227,19.02994146003854,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,72.0,1,1,1,0,snappy
228,19.02943195735629,2,4,4,0.5,0.4,256,5120.0,3072.0,64.0,12.0,80.0,1,1,1,0,snappy
229,19.043639260045886,2,4,3,0.5,0.4,256,5120.0,3072.0,64.0,12.0,80.0,1,1,1,0,snappy
230,19.037445541277513,2,4,3,0.5,0.4,256,5120.0,3072.0,64.0,12.0,80.0,0,1,1,0,snappy
